1.356,0.349	64.350,0.004	0.045,34.896
0.920,3.974	33.375,0.147	0.218,317.764
223.806,0.017	0.136,24.178
0.157,1.745	11.377,1.745	0.002,154.075
77.849,0.158	77.849,4.264	0.061,84.645
2.746,0.899	266.677,0.020	0.113,62.233
147.747,0.189	0.078,11.643	0.078,180.355
286.450,0.035	286.450,2.396	2.749,90.555	14.864,90.555
9.362,1.216	348.409,0.148	348.409,13.354	0.743,109.428
0.643,3.609	60.991,0.042	0.010,211.910
5.293,2.110	123.555,0.037	0.125,163.685
1.438,0.528	47.189,0.012	0.025,44.647
2.581,0.250	108.308,0.003
3.218,0.058	159.546,0.058	0.055,159.330
2.987,1.118	155.852,0.027	0.068,88.411
4.763,3.240	348.409,0.034	0.049,109.428
3.094,0.385	127.174,0.004	0.066,36.691
7.543,0.717	38.379,0.011	0.088,61.683
0.078,4.811	0.008,107.548
0.006,212.436
15.553,0.060	410.473,0.060	0.212,111.792
354.635,0.052	0.054,54.021	5.128,54.021
0.190,0.505
372.860,0.006	0.052,39.565	4.025,39.565
3.590,3.261	283.247,0.041	0.225,102.128	17.752,102.128
0.109,1.164	8.057,1.164	0.002,78.001
2.505,0.150	201.906,0.002	2.505,8.568
0.844,3.060	57.656,0.038	0.009,150.536
30.628,0.183	0.067,10.558	0.067,99.970
1.936,1.732	104.538,0.031	0.022,69.914
0.006,96.185
6.245,0.880	232.430,0.880	0.147,60.425
1.566,0.994	33.009,0.028	0.076,90.269
59.306,0.042	59.306,1.958	0.089,158.102
0.957,2.213	62.516,0.038	0.011,80.306
0.637,0.396	46.937,0.004
482.106,0.025	0.411,76.251
376.647,0.429	376.647,6.342	0.468,189.742
710.896,0.966	0.181,265.524	14.062,265.524
0.848,0.897	80.410,0.024	0.009,80.889
3.645,0.698	153.189,0.007	0.336,27.312	14.115,27.312
2.418,11.180	157.055,0.149	0.049,312.259
843.488,0.021	0.211,45.419	15.524,45.419
1.699,3.823	152.343,0.049	0.292,131.254
0.693,0.285	59.903,0.004	0.013,20.425
1.326,0.537	70.619,0.009	0.965,45.032
230.688,0.022	0.194,213.870	7.581,213.870
0.987,0.789	54.982,0.009	0.019,38.912
1.100,1.780	0.019,101.342
290.655,0.062	2.918,100.462	18.829,100.462
0.061,1.826	0.001,57.996
188.349,0.195	0.118,1.346	0.118,41.136
146.027,0.068	0.058,113.529	2.006,113.529
200.996,0.013
1.751,0.121	30.276,0.001
5.326,0.911	192.382,0.029
0.063,44.877
2.871,3.616	71.827,0.073	0.030,59.007
110.915,1.551	0.013,318.827
2.340,0.796	153.340,0.014	0.243,63.102	15.891,63.102
7.873,8.271	134.916,0.200	0.477,180.006
1.602,1.051	84.486,0.018	0.030,92.259
85.980,0.117	0.078,119.996
1.763,0.294	97.106,0.011	97.106,0.587	0.038,15.935
0.337,4.277	20.361,0.045
162.887,0.156	1.351,52.176
106.211,0.353	0.043,141.238
0.824,5.879	18.369,5.879	0.010,114.777
286.311,0.770	0.851,740.767	67.880,25.501
5.301,0.630	92.263,0.630	0.188,111.703
118.785,7.013	0.100,254.449
0.590,1.748	54.068,0.174	0.006,152.697
162.655,0.020	0.345,126.154	5.819,126.154
2.178,1.468	145.966,0.417	0.058,144.259
4.998,0.062	207.333,0.001
0.806,0.834	27.132,0.013	0.031,73.071
0.660,3.169	53.438,0.067	0.008,113.023
599.616,0.016	2.704,45.705
0.206,2.352	0.006,32.203
420.178,0.046	0.524,128.931
4.937,2.585	95.778,0.040	0.107,132.579
12.779,0.816	78.598,0.010	1.046,62.373
177.580,0.138	0.656,59.047
0.408,0.205
129.429,2.292	0.120,253.232
0.003,307.011
145.241,0.196	145.241,14.889	0.123,629.411
1.463,2.798	144.269,0.182	0.027,126.373
214.670,0.118	0.929,442.039	4.118,442.039
10.628,1.047	85.821,0.014	0.815,98.970
5.627,0.204	289.315,0.204	0.065,5.610	0.065,450.193
0.979,1.105	61.558,0.015	0.012,100.342
4.519,3.067	412.681,0.095	0.112,51.882	10.265,51.882
474.562,0.084	0.156,4.734	0.156,50.707
62.172,0.154	0.054,15.073	0.054,55.505
3.901,1.124	385.305,0.038	0.044,30.548
5.003,1.794	117.772,0.081	0.123,100.201
158.210,0.005	0.083,35.564
0.580,5.875	32.868,0.118	0.014,68.408
663.074,0.052	0.397,1.434	0.397,133.156	35.817,4.817
43.645,0.306	0.016,112.787
5.732,13.127	108.170,0.160	0.075,474.945
129.539,0.096	0.026,103.642
13.599,0.018	165.101,0.018	0.161,60.158
3.279,1.244	250.132,0.076	0.041,25.280
210.081,0.470	0.039,112.756
293.198,0.062	0.824,258.821
81.854,0.090	0.198,285.504
8.285,1.084	95.864,0.016	0.176,103.282
1.186,1.427	41.950,0.022	0.021,122.683
296.423,0.054	0.157,134.518
0.062,1.162	5.497,1.162
82.017,0.481	0.038,841.237
0.284,5.767	18.255,5.767	0.005,537.371
0.426,4.608	33.534,0.225	0.038,67.009
0.960,1.229	38.450,0.014	0.023,97.454
112.403,0.019	0.113,61.311	1.570,61.311
1.494,0.459	79.624,0.006	0.032,26.272
117.331,0.015	0.310,87.787
1.047,1.361	98.668,0.017	0.020,46.620
1.016,1.008	86.199,0.023	0.013,82.324
338.673,0.003
467.961,0.173	1.014,13.873	1.014,561.660
67.264,0.141	0.028,74.519
0.237,4.583	16.468,4.583	0.003,210.975
0.008,6.560	0.008,251.843
7.963,12.319	626.978,0.218	0.227,158.213	17.901,158.213
123.200,0.020	0.020,63.565	1.242,63.565
3.777,4.250	277.231,0.127	0.104,111.921
0.699,3.074	63.531,0.217	0.014,167.898
2.393,0.413	79.370,0.007	0.033,23.432
4.217,0.259	332.885,0.012
2.401,2.329	200.864,0.068	0.333,181.520
0.053,6.087	0.001,588.065
11.167,1.015	922.542,0.014	1.728,58.069
0.011,119.960
1.837,0.163	70.547,0.012	1.837,15.512
0.438,0.387	25.838,0.005	0.008,30.275
171.899,0.714	0.025,92.413
0.029,4.261	0.029,425.392
1.058,0.137	74.380,0.011	0.085,10.055
59.391,1.004	1.874,23.368
1.276,2.214	73.368,0.044	0.029,175.964
2.910,0.265	199.950,0.012	2.910,25.346
1.125,2.194	40.372,0.074	40.372,6.624	0.015,197.275
1.604,0.409	130.643,0.016	0.025,28.990
207.375,0.972	0.056,88.909
91.157,0.007	0.021,19.126
23.307,0.000	553.213,0.000
3.712,0.980	271.373,0.015	0.076,59.296
0.001,10.655	0.001,197.466
122.544,0.471	0.609,224.029
88.485,0.239	88.485,8.534	0.148,527.388
3.831,0.183	130.265,0.004
0.809,1.022	69.621,0.024	0.035,81.308
119.085,6.766	0.177,342.231
0.358,3.143	30.840,0.088	0.006,196.745
2.065,0.020	47.313,0.020	0.024,0.659	0.024,48.651
0.285,0.509	21.464,0.070	0.004,35.763
1.087,1.001	44.714,0.016	0.021,67.550
0.619,1.843	52.340,0.021	0.118,114.197	9.978,114.197
2.203,3.316	95.442,0.053	0.023,49.561
0.248,0.804	8.286,0.804	0.004,79.197
154.705,0.329	154.705,5.838	0.100,181.996
3.132,2.456	161.767,0.066	0.065,84.168
1.603,2.512	56.539,0.026	0.022,112.182
3.863,1.213	158.942,0.079	0.041,62.041
0.005,148.066
51.360,0.036	1.759,73.099
10.315,9.872	464.226,0.170	0.230,126.971
8.563,0.034	662.603,0.034	0.697,61.466
1.412,0.437	97.172,0.437	0.014,407.798
2.163,0.044	96.463,0.000	2.163,4.429
1.068,1.694	60.381,1.694	0.019,245.954
126.477,0.038	0.088,69.021
2.132,2.944	121.279,0.038	0.026,152.514
1.910,0.991	146.474,0.017	0.023,49.888
150.420,0.115
2.028,0.481	154.724,0.034	0.038,42.754
116.925,0.046	116.925,1.820	0.034,163.584
248.561,0.058	248.561,1.890	2.980,58.826
0.481,2.525	44.947,0.251	0.011,238.390
3.546,0.035	94.148,0.002
1.935,0.011	102.394,0.011	0.023,87.137
0.608,2.200	0.009,73.255
0.667,0.704	49.622,0.013	0.111,38.203
0.153,0.254	0.003,20.081
1.079,0.315	64.728,0.003	0.137,27.708
3.156,0.919	155.217,0.012	0.076,50.871
68.139,3.719	0.542,95.451
1.618,0.032	125.606,0.004	1.618,2.502
0.279,8.691	26.095,0.327	0.003,116.804
19.469,0.512	548.780,0.008	0.642,51.119
10.680,0.500	126.511,0.013	3.229,31.523
173.435,0.031	0.951,111.450
3.016,0.051	72.600,0.051	0.214,85.724
0.098,0.288	0.003,26.436
633.931,0.045	0.187,54.078	10.193,54.078
132.597,0.572	132.597,6.038	0.086,205.810
2.797,0.711	76.644,0.047	2.797,10.695
2.266,3.072	205.455,0.035	0.096,80.204
2.112,0.171	105.255,0.004
0.620,0.206	10.975,0.206
0.675,0.084	47.599,0.001
8.233,1.892	352.587,0.031	0.104,106.387
2.383,1.072	182.820,0.158	0.045,51.884
0.381,3.427	13.509,3.427	0.018,306.189
36.858,0.025	0.019,1.662	0.019,119.621
52.494,0.236	0.014,10.288	0.014,459.050
44.554,0.262	0.011,7.545	0.011,504.810
0.002,112.764
0.690,0.455	37.590,0.008
344.491,0.053	0.074,171.287	5.992,171.287
188.580,0.022	0.081,2.049	0.081,163.118
239.136,0.307	0.119,152.503
0.065,2.314	0.004,92.778
3.241,1.582	216.047,0.017	0.066,109.956
162.226,0.001	7.800,8.991
11.374,0.469	246.344,0.015
3.345,9.689	315.674,0.130	0.112,70.503
1.294,4.461	47.241,0.064	0.218,21.111
90.562,0.044	0.565,154.447
1.923,0.654	57.626,0.022	0.415,40.398
135.231,0.352	0.089,6.688	0.089,185.499
2.870,0.454	267.999,0.005	0.037,35.735
0.143,552.834
0.418,0.552	26.072,0.015	0.005,23.979
58.851,0.176	58.851,0.880	0.070,52.588
0.893,0.941	86.397,0.027	0.013,55.192
182.324,1.767	0.245,128.306
1.275,1.461	113.061,0.017
1.589,14.142	147.716,0.481	0.046,79.186
373.296,0.124	373.296,6.018	0.078,253.593	5.011,253.593
1.800,2.123	117.170,0.033
1.973,1.505	131.618,0.029	0.026,62.328
0.949,0.506	71.058,0.506	0.125,4.312	0.125,323.878
0.178,1.636	0.004,68.127
86.187,0.073	0.136,70.412
0.580,1.348	36.564,0.015	0.030,35.347
113.263,2.958	0.530,473.801
14.461,0.047	781.253,0.000	14.461,4.188
0.016,234.264
80.409,0.084	0.181,72.665
1.169,1.874	32.518,0.450	0.013,79.057
0.484,5.190	47.403,0.115	0.051,199.000	4.946,199.000
0.764,2.094	33.588,0.229	0.008,23.877
206.433,0.011
92.708,0.117	0.048,5.416	0.048,68.520
0.748,0.535	73.378,0.011	0.016,44.147
109.837,0.087	109.837,5.388	0.086,498.468
1.206,0.628	65.774,0.126	65.774,9.876	0.054,49.135
108.433,0.002
135.245,0.236	0.071,10.215	0.071,118.918
281.396,2.319	0.193,94.447	16.221,94.447
2.340,3.470	188.603,0.110	0.035,197.382
0.411,0.100	41.010,0.003
260.528,0.018	0.044,131.799	3.077,131.799
1.060,1.232	26.559,0.019	0.264,66.237
0.373,13.090	25.209,0.149	0.077,170.417
1.495,1.420	101.878,0.615	0.019,111.313
1.013,1.035	36.367,0.014
0.309,2.232	26.445,0.056	0.003,96.646
0.496,0.190	46.774,0.003	0.496,7.875
4.872,2.028	263.411,0.023	0.083,121.483
4.286,0.395	104.185,0.004	0.073,32.671
73.272,0.105	0.092,41.144
5.069,2.675	144.744,0.072	0.068,238.163
13.555,0.036	299.662,0.036	0.297,116.975
74.475,0.393	0.020,454.514
302.444,0.006	0.182,30.925
8.801,0.008	604.841,0.008	0.102,54.605
1.214,1.774	86.791,0.018	0.015,173.576
1.296,1.339	61.744,0.033	0.132,33.624
1.488,1.420	43.681,0.040	0.041,122.015
2.504,4.747	29.977,0.058	0.531,77.869
0.088,0.881	8.799,0.036	0.003,53.128
1.925,4.790	107.788,0.087	0.028,259.476
1.058,2.950	46.076,0.056	0.012,159.683
8.427,1.960	342.822,1.960	0.412,448.370
163.180,0.091	0.669,223.282
272.518,0.006	6.846,43.204
1.168,0.357	108.842,0.025	0.020,18.075
0.172,1.313	0.004,108.582
1.861,2.354	79.187,0.028	0.251,188.056
0.469,2.525	28.879,0.052	28.879,3.206	0.006,156.669
2.592,4.074	44.216,0.052	0.222,182.042
2.654,0.775	54.748,0.019	0.040,76.546
1.558,1.061	114.713,0.062	0.136,92.386
0.265,0.697
377.692,0.246	0.484,121.021
89.310,0.550	0.084,61.442
82.343,0.089	82.343,4.963	0.080,137.475
0.005,95.016
2.346,2.589	166.475,0.050	0.029,158.044
1.431,3.263	103.556,0.235	0.050,204.443
99.857,0.080	0.022,269.103
178.021,0.039	0.023,91.496
4.082,0.657	326.664,0.007
0.171,0.894	16.635,0.086	0.003,75.746
1.348,0.712	57.609,0.022	0.025,64.747
1.433,1.078	96.746,0.011	0.024,61.903
4.346,0.046	68.883,0.046	0.104,17.880
1.124,4.435	101.954,0.067	0.060,150.806
228.015,1.777	0.113,542.529
248.858,0.039	0.042,157.811
703.223,0.006
80.715,4.395	0.010,174.046
16.736,0.018	36.719,0.018	0.566,104.910
0.440,1.126	33.846,0.017	0.006,51.246
104.231,0.380	104.231,8.755	0.141,705.859
0.085,1.021	5.507,1.021
1.719,1.042	23.743,0.011	0.018,39.449
31.936,0.125	0.017,388.358
0.304,2.120	29.528,0.065	0.003,64.748
80.433,0.054	0.021,85.348	2.071,85.348
1.907,0.050	165.707,0.050	0.353,43.516
10.081,1.546	139.248,0.041	0.185,134.988
0.004,409.926
7.740,3.934	317.773,0.209	0.189,75.955
64.092,2.281	0.031,115.133
92.883,0.638	0.035,154.883
1.901,0.002	184.253,0.002
3.157,1.227	190.312,0.033	0.058,90.474
0.237,2.026	23.469,2.026	0.004,113.200
1.694,1.347	160.288,0.300	0.434,106.027	41.090,23.592
0.200,2.406	17.907,2.406	0.003,158.608
10.268,2.897	149.497,0.086	0.175,156.252
1.570,0.367	74.759,0.005	0.016,20.817
21.686,0.999	0.004,17.421	0.004,157.177
47.645,0.088	0.029,149.348
0.264,0.564	0.006,38.338
4.914,5.221	225.916,0.061	0.091,333.878
2.467,0.848	97.665,0.016	0.053,57.028
5.351,0.664	193.152,0.047	0.124,19.214
0.106,0.911	0.002,61.439
84.310,0.011	0.706,95.487
3.654,3.330	121.092,0.071	0.254,131.813
1.054,0.704	99.669,0.038	0.015,53.103
21.505,0.016	429.107,0.016	0.379,57.333
1.943,0.208	19.854,0.007
52.960,0.153	0.021,9.329	0.021,204.018
2.003,2.279	30.611,0.023	0.092,53.461
2.750,0.687	168.115,0.013	0.035,43.488
187.403,0.015	0.263,90.423
80.996,0.024	0.594,31.689
0.649,4.061	62.189,0.053	0.011,24.371
0.702,0.818	24.048,0.064	24.048,5.557	0.009,71.026
127.085,0.387	127.085,5.532	0.115,85.451
235.225,0.014	0.197,137.101	12.332,137.101
0.343,0.497	30.770,0.006	0.004,34.978
106.861,0.026	106.861,2.040	0.024,153.664
5.274,0.012	189.796,0.012	0.079,53.366
0.218,1.272	18.753,0.376	0.003,49.806
113.830,0.511	0.027,300.872
159.239,0.004
7.362,2.575	163.359,0.047	2.465,201.425
0.588,0.614	49.826,0.008	0.010,49.874
1.147,1.299	77.096,0.013	0.017,111.621
2.541,0.222	60.838,0.014	2.541,21.166
39.713,0.006
1.040,2.026	92.624,0.023	0.049,88.608
1.568,1.879	127.748,0.350	0.044,91.048
2.066,0.654	115.496,0.148	115.496,13.208	0.034,58.439
5.551,0.299	113.572,0.299	5.551,11.266	113.572,11.266	0.089,85.897
0.107,3.197	0.003,53.392
117.225,0.070	117.225,3.945	0.039,390.394
48.127,0.537	0.011,157.149
2.076,1.689	94.021,0.020	0.153,82.473	6.929,82.473
0.971,0.771	68.631,0.036	0.018,64.153
3.371,1.072	141.230,0.013
0.195,1.004	0.003,42.529
1.708,1.814	61.767,0.021	0.019,98.247
0.525,0.405	27.843,0.007
0.647,1.028	63.172,0.012	0.021,51.358
0.134,1.692	0.005,149.451
2.798,1.095	139.440,0.032	0.040,94.227
2.076,1.831	138.836,0.074	0.024,86.448
0.795,3.848	42.849,0.057	0.020,143.216
3.815,7.080	96.257,0.141	0.056,398.998
284.944,0.648	2.306,176.420
93.607,0.130	1.469,58.545	16.031,58.545
0.049,7.992	0.049,173.017
1.167,0.545	79.601,0.009	0.024,39.422
226.410,0.017	0.351,86.160
1.312,1.699	40.662,0.059	40.662,5.799	0.014,167.410
3.104,0.753	310.351,0.009	0.038,58.350
38.063,0.025	0.008,2.261	0.008,78.249
1.165,1.467	86.421,0.016	0.023,96.402
1.250,0.221	76.906,0.004
3.496,1.123	216.759,0.017	0.079,61.361
2.258,4.329	73.036,0.107	0.027,332.392
1.310,1.358	53.125,0.039	0.042,123.707
9.300,1.554	111.149,0.033	0.150,107.893
187.677,0.009
11.329,0.016	156.890,0.016
0.346,0.562	16.308,0.562	0.006,45.729
0.507,1.430	49.274,0.019	0.011,141.749
1.439,0.288	69.967,0.288	0.022,476.780
240.394,0.216	1.122,250.062	14.447,250.062
27.571,0.081
0.046,1.000	0.001,94.905
10.658,0.012	209.004,0.012	0.310,92.860
0.886,9.760	47.254,0.107	0.010,46.784
2.494,0.551	152.777,0.038	0.117,26.796
455.923,0.073	455.923,4.250
0.483,1.133	22.033,0.048	0.213,64.394	9.724,64.394
11.476,0.272	260.045,0.004	11.476,23.632
1.758,3.234	81.870,0.051	0.020,178.421
248.568,0.177	0.046,275.696
580.525,0.080	0.255,104.275
14.549,0.087	90.836,0.087	1.105,79.534
324.647,0.081	324.647,6.683	0.479,59.342
1.849,0.733	50.058,0.008	0.023,39.190
2.230,1.062	89.947,0.093	89.947,8.963	0.032,102.055
1.474,1.986	31.962,0.118	0.081,71.707
82.930,0.136	0.141,11.600	0.141,335.532
395.241,0.309	0.201,22.598	16.166,22.598	0.201,373.574	16.166,373.574
14.362,0.014	105.369,0.014	0.150,63.178
3.500,3.208	166.781,0.048	1.310,233.756
1.530,0.673	121.177,0.014	0.044,64.743
1.148,1.170	84.498,0.023	0.017,105.958
49.577,0.125	49.577,2.784	0.047,68.440
0.201,0.411
1.971,0.947	72.332,0.014	0.696,42.465
161.641,0.012	0.089,32.808	8.105,32.808
1.415,0.195	112.078,0.015
0.724,1.415	16.046,0.021	0.008,89.276
3.658,1.382	77.422,0.026	0.069,75.726
1.547,2.749	56.735,0.058	0.028,224.437
2.655,2.370	192.805,0.045	0.070,165.494
1.999,3.119	106.470,0.048	0.397,63.960	21.142,63.960
0.853,1.350	50.193,0.030	0.020,107.549
298.498,0.021	2.647,134.731
0.275,0.030
4.947,0.226	111.145,0.226	0.158,209.259
164.316,0.075	164.316,5.828	0.042,507.456
1.636,0.435	26.435,0.023	0.018,27.834
2.930,1.305	64.640,0.018	0.038,118.054
70.192,0.132	0.310,111.329	7.966,111.329
0.006,230.488
31.274,1.105	0.007,610.983
29.772,0.054	0.026,5.033	0.026,83.240
31.030,0.116	0.389,114.944
1.348,0.866	56.155,0.016	0.058,54.020
0.401,8.465	15.333,2.223	0.010,669.499
1.165,3.326	0.037,305.941
0.019,475.242
648.706,0.040	1.550,213.778
113.755,0.721	0.021,354.641
2.494,1.414	117.347,0.030	0.035,86.484
1.511,6.468	68.207,0.080	0.020,72.815
99.678,0.203	0.052,4.803	0.052,219.159
3.788,0.750	268.810,0.011	0.046,45.996
0.253,0.807	21.192,0.046	0.004,73.390
1.588,1.802	77.618,0.422	0.061,82.886
16.173,3.749	0.892,360.447
6.076,2.857	427.932,0.029	0.177,34.751
0.528,3.912	17.042,3.912	0.009,226.221
2.559,2.104	139.342,0.042	1.134,194.589
2.409,0.755	134.942,0.010	0.119,69.518
120.475,0.030	0.563,210.081	9.051,210.081
0.002,71.501
0.373,0.119	0.373,8.589
0.004,38.500
14.283,0.454	198.084,0.009	0.318,34.912
0.678,3.828	44.967,0.093	0.028,102.121
109.006,0.063	0.079,47.490
79.195,0.058	0.151,88.026	2.080,88.026
109.070,7.740	0.249,367.436	21.476,367.436
2.362,6.503	163.103,0.070	0.054,90.306
3.649,1.503	190.578,0.020	0.043,99.565
657.328,0.033	0.294,239.866
1.990,0.336	182.114,0.004	1.990,21.341
1.378,4.781	123.072,0.053	0.135,96.932
2.136,1.581	138.370,0.017	0.041,78.691
295.147,0.005	1.700,16.247
0.002,342.987
1.497,0.405	79.633,0.028	0.023,32.125
0.717,0.957	30.936,0.011	0.011,40.169
2.981,0.585	106.835,0.016	1.027,29.476
0.936,0.378	24.936,0.010	0.016,19.749
0.294,1.238	26.937,1.238	0.008,83.897
0.072,312.515
91.479,0.158	0.257,9.992	7.008,9.992	0.257,97.963	7.008,97.963
0.276,1.737	26.955,0.058	0.004,25.052
0.337,2.430	32.705,0.054	0.004,209.789
40.879,1.055	0.035,66.569
6.400,0.887	168.735,0.068
0.103,0.390	0.003,16.137
0.954,0.109	39.612,0.109	0.954,6.221	39.612,6.221	0.011,76.754
1.096,0.502	47.450,0.023	0.012,37.861
15.494,6.030	213.059,0.083	0.350,251.802
172.448,0.095	0.031,8.710	0.031,561.574
1.472,2.469	129.207,0.215	0.032,91.868
189.719,0.164	0.559,630.531
302.379,0.026	0.223,111.638	10.329,111.638
3.258,0.280	151.137,0.003	0.141,27.382	6.558,27.382
0.954,0.220	84.481,0.009	0.954,18.974
5.123,1.497	325.860,0.047	0.058,111.601
102.971,0.051	0.034,310.106	2.204,310.106
1.077,0.372	18.053,0.005	0.018,27.385
36.462,0.513	0.019,305.734
4.878,0.244	172.764,0.006
12.716,5.007	77.734,0.074	0.264,51.783
3.613,1.027	67.422,0.143	0.064,70.897
1.487,2.271	132.136,0.142	0.029,65.743
0.775,4.135	58.005,0.059	0.017,86.842
1.769,2.310	140.404,0.061	0.288,178.461
256.607,0.012	0.404,85.258
277.714,0.067	0.062,5.377	0.062,178.122
0.933,0.454	82.659,0.006
0.453,2.826	22.726,0.029	0.013,65.927
250.496,0.067	0.472,198.985
3.897,0.010	143.278,0.010	0.086,86.580
199.208,0.006
0.816,1.514	0.073,82.010
0.368,1.809	0.004,53.863
1.273,1.558	72.148,0.016	0.016,62.388
98.485,0.056	0.077,93.856
119.564,0.019	119.564,0.783	0.045,33.625
2.179,1.355	60.440,0.135	60.440,9.405	0.075,94.606
2.762,5.007	253.892,0.216	0.028,138.664
103.020,0.105	0.528,97.662
1.190,0.715	118.676,0.010	0.383,58.231
69.060,0.119	0.127,5.789	0.127,254.064
0.363,1.340	31.077,0.015	0.008,115.054
0.474,1.110	38.987,0.012	0.006,108.462
4.025,0.012	328.844,0.012	0.222,90.884
2.192,9.062	197.081,0.448	0.091,104.538
7.119,5.951	160.543,0.075	0.122,183.141
143.011,0.172	0.040,232.020
0.125,0.429	0.002,42.529
0.630,2.966	53.317,0.055	0.185,92.675
0.922,0.813	89.234,0.036	0.010,63.397
2.708,1.909	86.403,0.046	0.072,82.091
7.622,2.168	679.529,0.029	0.551,200.347
1.257,2.293	50.199,0.024	0.019,66.279
96.450,0.004	0.383,32.362	5.835,32.362
12.196,0.007	0.149,41.512
7.967,5.820	38.060,0.073	0.181,302.494
0.069,3.771	0.001,79.679
0.664,0.527	38.892,0.006
2.827,0.693	150.046,0.007	0.056,58.592
19.515,0.121	344.864,0.121	0.406,336.787
117.371,0.084	0.081,39.197
3.973,0.002	140.523,0.002
1.753,0.136	21.618,0.136
233.981,0.041	233.981,2.442	0.395,55.565
5.753,0.218	165.608,0.004
3.111,1.554	197.526,0.029	0.118,26.631
0.242,1.261	21.393,0.024	0.026,80.315
1.530,2.076	45.866,0.050	0.217,96.429
2.003,3.300	115.419,0.132	115.419,8.110	0.037,202.978
2.138,2.331	162.478,0.040	0.025,182.820
2.839,1.303	70.369,0.053	0.056,90.812
5.842,5.738	263.756,0.071	0.244,267.926	10.997,267.926
37.130,0.011	0.004,0.687	0.004,21.916
1.534,1.205	129.360,0.062	0.531,114.712
0.523,6.686	40.075,1.420	0.010,219.058
450.274,0.010	0.252,75.394
0.479,1.054	45.437,0.040	0.014,103.367
1.222,0.130	64.255,0.005
0.115,7.876	0.005,93.202
333.242,0.003	0.136,20.557
0.723,1.971	21.819,0.034	0.010,171.764
131.362,0.514	0.094,117.826
5.623,15.347	85.159,0.629	0.059,274.023
0.576,1.456	45.437,0.017	0.026,103.367
2.494,1.317	128.278,0.044	0.045,108.405
354.857,0.021	0.106,118.347	7.225,118.347
1.584,3.704	104.321,0.113	0.203,139.573	13.350,139.573
26.811,9.166	0.015,248.931
328.844,0.068	328.844,6.736	0.045,164.656	3.825,164.656
1.033,0.392	102.235,0.006	1.033,23.114
62.422,0.081	0.113,415.732	6.729,415.732
554.330,0.036	0.385,96.377
1.370,0.253	107.189,0.253	0.023,90.806
285.889,0.177	1.267,94.935
1.764,3.772	119.924,0.050	0.041,56.742
2.667,0.003	120.810,0.003
10.977,2.269	152.137,0.025	0.117,78.635
2.256,2.076	80.270,0.029	0.077,110.902
0.638,2.051	61.004,0.066	0.009,52.659
3.325,0.431	144.830,0.014	0.052,30.557
3.121,1.224	64.329,0.043	0.115,98.160
2.137,8.272	151.226,1.369	0.059,231.967
2.239,0.212	120.810,0.003	0.086,15.391
1.094,1.305	59.763,0.024	0.018,115.360
160.635,0.066	0.788,75.772
11.994,0.008	322.532,0.008	10.050,41.452
0.050,1.320	0.001,48.650
2.067,0.482	108.218,0.020
276.397,0.057	0.080,4.432	0.080,434.745
1.139,1.751	53.594,0.081	0.016,49.297
2.142,15.419	56.720,0.642	0.025,172.683
1.611,2.237	145.787,0.191	0.029,108.748
96.956,2.617	0.095,22.876	0.095,119.408
0.330,0.715	24.413,0.715	0.025,68.668
0.051,1.028	0.002,86.163
0.929,0.771	65.969,0.018	0.013,72.929
87.424,0.407	0.034,7.103	0.034,48.414
1.101,5.227	68.971,0.078	0.011,52.921
2.577,0.267	160.159,0.004	2.577,14.518
1.663,3.549	127.711,0.059	0.037,316.702
16.981,0.757	720.683,0.757	0.266,94.925
0.126,1.134	10.038,0.013	0.002,88.101
105.114,0.593	0.109,1.934	0.109,130.872
10.635,0.461	90.870,0.010	0.125,44.712
0.596,3.571	34.726,0.048	0.008,175.069
7.033,1.686	97.720,0.069	0.351,105.770
83.036,0.038	0.037,1.975	0.037,166.260
0.035,243.000	1.792,243.000
1.323,1.342	73.398,0.014	0.112,124.931
1.725,1.096	152.282,0.022	0.020,94.519
0.814,3.476	73.501,0.293	0.022,70.709
0.434,0.707	0.018,51.531
13.441,0.672	453.253,0.007	0.195,49.927
155.766,0.491	0.124,209.771	8.819,209.771
4.780,2.505	453.253,0.043	0.068,49.927
143.949,0.338	0.031,67.208
41.408,0.776	0.013,101.352
2.018,3.452	86.509,0.047	0.045,63.146
1.671,2.141	43.379,0.070	0.037,109.126
1.179,4.999	43.379,0.198	0.021,109.126
0.720,11.558	71.821,0.526	0.010,63.884
1.625,2.663	119.031,0.039	0.092,183.645
2.399,1.568	71.646,0.030	0.035,106.064
2.825,0.859	215.260,0.042	0.050,65.500
105.285,0.297	0.015,373.702
0.317,0.533	17.902,0.013	0.019,22.404
1.507,3.858	34.671,0.832	0.024,291.467
63.291,0.161	0.355,10.847	0.355,52.727
0.001,124.555
179.414,0.022	0.336,66.695
226.252,0.011	3.115,46.196
151.587,0.450	151.587,13.932	0.067,673.458
2.540,1.930	57.674,0.196	0.038,55.122
0.532,0.779	37.096,0.015	0.026,51.437
87.222,0.052	0.120,191.014
941.888,0.090	0.206,573.614
0.002,499.982
2.801,5.523	129.681,0.132	0.367,165.400
400.812,0.203	400.812,11.976	0.736,60.726
15.605,0.038	210.925,0.038	0.618,81.837
1.815,0.090	139.306,0.090	0.029,4.975	0.029,150.056
2.031,0.565	134.141,0.009	0.077,40.700
0.567,1.338	56.185,0.018	0.040,72.191
2.196,1.279	131.321,0.017	0.031,97.593
0.945,1.596	80.332,0.058	0.046,158.996
