5.601,0.028	157.128,0.028	0.217,46.324
231.049,0.044	0.065,128.127	4.731,128.127
317.191,0.027	0.656,131.395
0.988,660.120
128.225,0.089	0.014,153.792
1.767,0.039	67.690,0.039	0.021,139.343
4.688,0.038	76.934,0.038	0.075,188.482
6.133,0.068	259.599,0.068	0.383,363.909	16.210,5.305
1.047,0.834	64.959,0.040	0.021,54.248
5.372,0.167	129.435,0.004	0.113,16.253
1.257,1.049	80.109,0.017	0.027,14.924
1.513,1.660	132.218,0.027	0.034,107.850
2.974,1.002	16.037,0.028	0.217,76.501
0.004,666.676
150.375,0.028	0.144,1.841	4.245,1.841	0.144,76.783	4.245,76.783
3.482,0.333	209.348,0.333	0.059,58.604
2.915,2.834	100.253,0.090	0.343,115.288
18.647,0.477	0.007,205.430
3.373,1.491	160.924,0.227	0.034,67.678
4.447,0.010	101.041,0.010	0.103,14.403
146.623,0.296	0.135,107.078	3.569,107.078
1.827,0.272	182.528,0.012	1.827,13.233
2.423,5.021	194.584,0.347	0.032,449.689
1.565,1.069	55.500,0.020	0.018,90.192
1.364,4.219	135.671,0.051	0.014,92.319
1.577,2.030	132.755,0.043	0.104,44.913
32.379,0.129	0.657,30.795
1.547,1.357	119.805,0.040	0.056,121.564
0.165,0.356	15.665,0.043
128.225,0.038	0.070,153.792	4.056,153.792
224.155,0.056	1.331,155.953
296.335,0.157	0.252,116.579	13.837,12.941
9.142,0.048	71.668,0.048	0.133,4.429	0.133,177.966
81.387,0.027
1.962,0.402	0.042,37.722
0.127,1.430	8.344,0.017	0.001,68.776
23.501,0.031	0.034,189.595
4.359,6.232	82.721,1.102	82.721,13.227	0.048,74.827
1.271,1.609	106.898,0.018	0.029,99.279
3.423,0.279	98.034,0.005	0.171,11.138
80.330,0.015	0.056,71.110
10.671,1.641	230.237,1.641	0.728,112.493	15.713,26.305
2.405,1.857	80.834,0.044	0.031,140.758
0.234,0.752	12.868,0.009	0.036,65.841
0.033,190.661
28.882,0.090	0.379,6.727	0.379,209.481
0.469,4.641	0.012,116.483
2.773,2.063	81.573,0.037	0.032,124.663
592.451,0.040	0.542,123.266	15.528,123.266
1.070,1.043	105.857,0.038	0.023,32.264
3.548,0.303	227.300,0.023	0.089,15.516
0.247,1.422	18.202,0.046	0.011,140.095
1.028,1.276	81.477,0.019	0.180,98.989
1.706,0.060	85.691,0.060	0.080,160.188
0.009,20.897
27.318,0.071	27.318,2.381	0.003,96.742
0.765,1.280	58.854,0.018	0.008,34.427
7.216,0.799	46.777,0.011	0.944,69.809
1.594,0.340	156.753,0.006	0.081,30.203
254.617,0.047	0.394,117.430
2.049,1.036	55.614,0.040	0.031,77.069
0.553,0.009	30.635,0.009	0.012,79.343
1.594,5.222	133.034,0.102	0.045,184.499
0.344,4.830	33.910,0.509	0.006,54.507
1.006,6.068	67.473,0.100	0.059,289.101
4.524,0.035	104.256,0.002
168.843,0.103	3.375,164.972
59.799,0.133	0.168,5.488	0.168,67.328
0.033,3.034	0.033,220.220
110.392,0.038	0.017,122.235	1.505,122.235
19.266,0.033	19.266,2.357	0.049,141.657
2.024,4.965	175.410,0.167	0.083,374.457
5.815,0.011	75.982,0.011	0.073,73.529
98.292,0.189	0.324,125.980
0.611,4.954	52.836,0.140	0.024,124.723
12.124,5.970	322.572,0.065	0.132,435.470
1.393,0.388	85.349,0.005	0.016,13.864
0.003,317.451
218.000,0.162	0.160,45.073
109.569,0.234	0.012,14.815	0.012,809.320
274.540,0.060	0.255,1.312	0.255,64.444
3.280,2.398	118.970,0.111	0.085,118.908
7.796,1.745	335.913,0.019	0.098,161.445
100.207,0.172	0.130,45.624
145.112,4.636	0.061,342.207
478.426,0.086	0.126,358.411
311.809,0.010	1.297,92.335
0.903,1.134	54.629,0.036	0.011,60.072
0.543,1.715	41.078,0.238	0.016,110.901
80.103,0.023	0.063,33.833
5.819,1.217	165.600,0.014	0.089,39.219
3.168,0.194	155.794,0.003	0.054,17.264
5.095,6.413	301.834,0.069	0.111,80.758
278.521,0.031
438.943,0.026	0.573,94.148
664.196,0.134	664.196,5.725	0.195,158.602
3.026,8.161	0.217,562.739	3.026,28.563
1.315,1.070	97.127,0.021	0.021,45.626
3.539,0.010	100.968,0.010	0.122,53.091
145.489,0.067	145.489,4.603	0.157,204.721
1.609,1.372	143.963,0.031	0.603,93.993
173.979,0.029	0.387,181.514
126.225,0.063	0.050,2.761	0.050,145.257
109.409,0.057	0.174,245.108
0.575,0.424	43.235,0.009	0.013,39.811
351.788,0.156	0.052,79.846
0.834,0.477	62.930,0.040	0.026,20.193
109.796,0.284	0.097,25.783
0.304,2.879	26.721,0.039	0.078,65.172
2.807,2.925	83.133,0.032	0.078,157.499
64.449,0.013	0.093,51.980
79.139,0.037	0.347,72.709
0.034,0.204	0.034,8.021
197.619,0.006	0.393,45.965	2.957,45.965
0.494,1.218	20.498,0.020	0.007,65.565
1.271,0.175	83.579,0.007
0.044,1.764	0.001,18.220
18.622,0.256	0.005,259.597
204.696,0.700	0.102,208.512
0.022,52.379
214.847,0.081	0.238,72.287
97.093,0.114	0.020,159.645
78.040,0.870	0.031,340.513
1.161,0.211	25.904,0.211	0.027,6.120	0.027,93.147
0.249,2.377	14.149,0.083	0.004,69.782
0.743,1.849	35.717,0.023	0.008,59.080
0.004,760.780
20.468,1.345	0.015,127.766
1.558,5.967	84.548,0.068	0.104,379.978
1.158,5.025	45.544,0.079	0.036,146.225
0.002,16.508	0.002,175.707
492.383,0.052	0.075,289.658
277.930,0.013	0.062,56.597	5.400,56.597
0.183,2.171	13.858,2.171	0.037,66.895	2.792,66.895
3.560,4.980	138.428,0.876	0.076,168.931
0.093,3.514	0.003,29.468
18.889,0.142	0.613,45.499
0.573,2.332	0.010,144.313
119.288,0.718	0.218,107.149
33.478,0.731	0.005,158.667
1.214,0.086	101.095,0.001
0.732,5.074	59.386,0.496	0.016,272.540
26.435,0.063	0.037,83.291	0.654,83.291
22.035,0.484	0.089,428.862
3.171,0.780	83.621,0.009	0.034,35.373
2.709,0.702	211.735,0.012	0.075,36.202
113.548,0.579	0.273,93.951
0.910,2.456	77.267,0.026	0.010,97.020
109.145,2.064	109.145,10.518	0.639,431.190
79.399,0.903	79.399,4.769	0.014,43.109
0.021,96.020
1.569,2.679	125.894,0.102	0.021,84.183
71.013,0.123	0.030,5.917	0.030,162.482
110.108,0.441	110.108,1.300	0.751,93.860
0.645,0.597	22.446,0.008	0.036,47.611
4.803,8.261	70.959,0.125	0.375,105.875
1.074,6.857	39.330,0.079	0.051,57.651
58.325,0.087	0.086,130.909
2.511,1.946	97.170,0.037	1.978,63.405
3.708,0.030	164.286,0.030	0.295,130.887
205.048,0.026	0.309,114.499
143.560,0.220	0.096,98.653	1.830,98.653
10.354,0.012	695.811,0.012	0.111,105.981
1.168,0.504	108.945,0.315	108.945,12.621	0.014,20.226
56.009,0.068	0.286,2.942	8.041,2.942	0.286,217.538	8.041,217.538
0.242,2.345	0.003,74.913
1.182,0.436	75.984,0.075	75.984,5.964	0.023,34.479
0.344,0.112	15.469,0.002
65.482,0.172	65.482,5.161	0.010,62.227
1.592,0.027	70.127,0.027	0.043,18.925
96.788,0.037	96.788,0.904	0.023,88.725
81.189,0.061	0.229,5.429	0.229,104.041
2.623,10.483	101.841,0.140	0.027,77.203
114.906,0.004	0.323,17.187
686.188,0.032	0.102,127.686	8.581,127.686
2.291,0.071	92.647,0.071	0.047,55.581
85.102,0.036	0.019,2.324	1.906,2.324	0.019,198.205	1.906,198.205
0.778,3.755	12.730,3.755	0.032,130.629
2.886,3.799	190.896,0.045	0.074,101.171	4.899,101.171
97.210,0.030
84.094,0.061	0.497,105.122
1.083,0.094	62.889,0.094	0.012,138.730
20.924,0.423	0.188,66.957
115.482,0.011	0.020,1.005	0.020,64.684
0.916,2.238	66.822,0.117	0.015,60.626
0.030,637.211
121.701,0.362	121.701,5.120	0.027,239.383
0.881,1.384	74.552,0.040	0.034,100.037
0.566,1.350	36.910,0.071	36.910,6.321	0.008,120.700
8.939,0.080	172.698,0.080	0.134,4.478	0.134,202.214
0.183,4.289	16.361,0.051	0.004,350.776
115.482,0.029	2.124,1.134	2.124,64.684
2.310,0.684	129.633,0.009	0.026,62.918
1.236,0.953	111.049,0.012	0.116,33.124	10.384,33.124
234.143,0.175	0.066,5.646	0.066,303.975
47.041,0.046	47.041,2.983	0.005,111.314
2.890,0.065	76.220,0.065	0.066,85.784
0.112,3.797	4.863,3.797	0.001,220.200
2.707,3.998	163.270,0.479	0.047,44.765
0.797,7.966	72.609,5.693	0.034,271.687
1.062,0.122	38.634,0.122	1.062,4.708	38.634,4.708	0.011,171.997
293.226,0.025	293.226,1.846	0.555,28.244	10.014,28.244
0.398,0.907	17.248,0.907	0.005,31.704
1.176,0.039	85.765,0.000
63.285,0.034	0.042,1.687	0.042,160.528
6.299,0.048	125.227,0.001
1.646,1.450	83.947,0.017	0.017,124.983
22.429,0.561	0.148,173.815	8.518,40.381
143.969,0.073	0.037,105.491	3.071,105.491
1.254,2.701	112.181,0.097	0.141,151.156
98.267,0.072	0.028,497.267
0.011,3.689	0.011,168.171
0.370,0.117	24.843,0.003
0.742,0.319	68.011,0.007	0.017,18.665
0.467,3.413	19.867,0.082	0.009,150.788
312.566,0.073	0.144,142.968
2.190,0.114	172.182,0.114	2.190,8.266	172.182,8.266	0.038,220.310
1.275,2.438	108.866,0.240	0.023,181.781
233.705,0.025	0.357,16.259	5.631,16.259
0.489,1.169	42.449,0.027	0.025,65.909
4.113,0.326	279.440,0.006	0.324,32.287
2.425,0.745	48.221,0.007	0.069,29.244
25.615,0.177	0.014,8.606	0.014,430.188
3.812,0.102	32.847,0.102	0.062,50.470
0.001,149.001
1.360,1.553	132.010,0.036	0.029,86.516
1.276,0.030	103.917,0.001
0.040,18.066
692.039,0.041	0.416,124.130
283.362,0.034	0.547,2.217	4.653,2.217	0.547,129.955	4.653,129.955
3.140,1.664	39.460,1.664	0.040,287.536
14.374,0.371	0.010,337.519
2.580,2.817	59.576,0.041	0.352,115.847
8.038,1.032	195.536,0.013	0.268,82.527
3.927,0.013	378.441,0.013	0.130,0.993	0.130,92.147
4.656,1.913	178.193,0.024	0.099,77.372
102.011,0.339	102.011,5.327	0.016,223.710
0.464,1.013	23.238,0.029	0.016,49.563
1.276,0.443	48.436,0.009	0.025,34.020
1.719,1.666	124.166,0.126	0.039,116.455
37.793,0.052	37.793,4.131	0.014,374.284
59.429,0.132	59.429,2.251	0.036,134.589
4.508,0.098	220.534,0.098	0.092,6.109	0.092,177.711
5.979,0.035	250.932,0.035
169.912,0.134	0.087,78.264
3.815,0.032	114.096,0.032	0.055,170.067
2.920,0.227	224.334,0.227	0.036,45.313
2.118,0.106	83.342,0.106	2.118,7.879	83.342,7.879	0.036,149.802
3.796,3.182	261.501,0.120
119.927,0.015	0.282,58.504
0.166,5.581	14.738,0.058	0.002,395.636
0.277,0.485	26.771,0.018
40.390,0.018	0.030,24.630
5.501,0.126	526.076,0.126	0.065,99.784
274.502,0.510	0.111,525.584
0.956,0.722	82.582,0.076	0.010,66.147
41.606,0.051	0.068,87.320
0.603,4.448	42.996,0.280	0.012,167.575
367.209,0.025	0.347,18.149
96.609,0.016	0.276,21.906
0.936,4.674	37.318,0.065	0.012,323.179
2.267,0.754	78.728,0.017	0.048,32.125
118.496,0.016	0.126,76.689
0.191,0.373	7.720,0.004	0.003,21.478
0.127,31.310
1.719,3.584	124.991,0.059	124.991,4.589	0.063,279.331
0.475,7.617	39.129,0.122	0.020,323.511
0.463,1.433	33.415,0.042	0.006,66.018
0.889,1.461	88.119,0.017	0.022,93.438
14.317,0.073	660.452,0.073	0.302,366.279
41.871,0.376	0.021,269.015
785.473,0.188	0.125,5.527	0.125,343.929
0.034,1.284	0.001,74.262
1.529,0.183	114.290,0.005	0.030,14.456
0.280,0.569	23.802,0.006	0.003,56.387
2.068,0.005	102.600,0.005
30.753,0.049	30.753,1.830	0.006,149.614
2.607,1.363	13.019,0.020	0.060,121.471
376.431,0.528	0.117,85.394	6.115,85.394
333.743,0.147
656.153,0.005
173.585,0.014	173.585,1.136	0.051,110.411
67.326,0.054	0.013,3.215	0.013,206.127
2.770,1.276	184.272,0.072	0.062,118.149
386.158,0.086	0.651,50.932
64.157,0.298	64.157,8.132	0.022,190.119
0.359,0.696	19.498,0.022	0.229,42.681
5.008,0.228	174.525,0.003	5.008,8.326
0.039,211.163
0.121,4.253	0.003,218.971
0.953,0.229	52.679,0.008
1.586,2.535	59.437,0.129	59.437,6.633	0.030,130.552
0.005,2.224	0.005,135.350
0.377,7.866	36.800,0.087	0.005,197.828
248.903,2.193	0.109,6.766	0.109,282.769
153.134,0.036	0.141,57.674	7.566,57.674
153.134,0.031	0.635,57.674	6.462,57.674
166.345,0.034	0.030,229.226	2.183,229.226
1.277,0.764	111.184,0.764	0.256,149.794
206.725,0.191	0.043,9.837	0.043,318.567
4.314,0.757	309.253,0.014	0.050,32.387
2.678,1.343	229.602,0.014	0.036,103.728
1.380,4.133	69.948,0.306	0.223,310.896
0.727,2.134	56.118,0.034	0.010,163.988
154.135,0.125	154.135,6.732	0.081,359.959
222.557,1.229	4.337,69.710
1.288,3.814	27.306,0.180	0.015,177.812
0.759,3.012	64.506,0.035	0.015,90.626
2.092,0.261	128.204,0.003	0.025,17.620
33.478,0.706	0.006,194.417
0.581,1.399	39.887,0.643	0.157,73.372	10.775,73.372
3.141,4.506	143.763,0.046	0.097,123.303
0.552,2.485	29.474,0.034	0.552,13.707
1.615,2.207	78.086,0.033	0.022,155.489
44.110,0.268	0.025,3.185	0.025,29.869
385.965,0.050	0.069,147.422	4.051,147.422
0.442,0.181	30.309,0.002	0.006,15.255
48.102,0.362	48.102,6.694	0.009,187.490
3.895,0.603	73.873,0.013	0.066,33.339
0.690,0.529	53.499,0.011	0.011,22.619
0.663,2.602	52.845,0.384	0.048,95.390
0.755,0.506	50.492,0.007	0.011,36.181
45.151,0.038	0.040,1.563	0.040,115.868
69.104,0.077	0.013,7.305	0.013,156.407
4.985,0.933	447.044,0.014	4.985,15.680
0.820,1.992	79.637,0.069	0.009,89.044
107.988,0.119	0.026,113.531
0.727,0.797	38.543,0.009	0.014,50.726
139.920,0.007	0.175,24.405
4.682,1.087	292.574,0.011	0.078,98.148
141.938,0.391	0.113,29.686
2.787,7.087	105.981,0.152	0.083,142.012
0.871,7.330	85.679,0.463	0.013,213.355
0.138,1.476	0.002,96.454
152.776,0.136	0.199,177.333
2.554,4.779	216.467,0.075	0.026,237.569
3.081,0.852	38.230,0.066	0.097,72.733
0.361,179.549	8.981,71.823
1.487,0.515	142.431,0.023	0.043,37.673
1.395,0.498	134.079,0.007	0.338,48.113
117.371,0.014	0.793,48.149
105.490,1.097	0.039,246.155
96.916,0.067	0.243,4.507	0.243,100.026
3.092,0.168	37.168,0.168	0.166,21.211
0.529,1.322	44.944,0.042	0.007,78.213
0.908,1.062	69.129,0.016	0.037,78.245
0.910,1.065	78.016,0.072	0.135,87.510	11.594,87.510
60.845,0.080	0.150,139.166
3.147,3.007	96.059,0.088	0.183,60.676
277.625,0.077	0.062,40.205
1.771,9.302	82.454,0.266	0.214,134.582
142.777,0.076	142.777,6.926	0.796,138.907
3.021,0.768	255.074,0.016	0.160,60.885
124.272,0.815	0.677,228.694	37.182,12.908
119.830,0.041	0.018,2.111	0.018,204.096
30.687,0.861	0.004,12.938	0.004,83.449
1.750,0.258	67.413,0.003	0.206,23.870
0.098,0.617	0.009,31.357
1.560,2.160	66.382,0.022	0.021,124.661
0.608,2.199	37.739,0.108	0.025,20.373
7.559,0.092	487.845,0.001
1.483,0.032	84.250,0.032	0.019,60.761
0.801,2.701	57.354,0.045	0.018,116.773
3.164,4.071	143.872,0.104	0.040,28.236
4.076,0.008	115.540,0.008	0.078,62.890
0.022,629.663
282.433,0.017	0.043,69.504
9.588,0.031	329.671,0.031	9.588,0.689	329.671,0.689	0.118,65.988
127.800,0.054	0.275,51.119	4.866,51.119
0.001,164.998
378.311,1.282	378.311,13.909	0.223,73.988
453.907,0.017	0.162,72.735	11.733,72.735
4.865,0.813	195.127,0.035	0.171,63.368
5.111,3.346	496.103,0.112	0.215,140.550
93.127,0.094	0.154,174.885
0.106,4.556	0.016,156.911
1.218,0.130	82.971,0.002
7.320,0.397	144.367,0.013	0.095,38.377
3.087,0.800	44.486,0.144	0.044,46.192
137.138,0.338	0.038,367.957
0.974,1.270	53.928,0.069	0.111,116.153	6.132,6.332
215.979,2.133	0.036,113.964
2.624,1.068	94.238,0.039	0.059,71.946
4.196,0.414	371.345,0.043	0.044,40.068
4.784,6.116	77.236,0.119
5.389,0.065	316.349,0.065
1.471,0.387	61.662,0.007	0.020,33.267
1.229,4.494	45.687,0.072	0.024,165.259
1.245,0.685	76.226,0.009	0.014,23.148
8.049,0.037	394.621,0.037	0.101,55.071
1.801,0.364	122.990,0.029	0.036,19.421
119.823,0.059	119.823,3.492	0.799,60.302
2.777,0.084	101.801,0.084	0.031,18.805
2.398,1.422	54.015,0.025	0.132,125.742
113.901,0.014
78.726,0.280	78.726,9.862	0.014,698.819
3.346,0.380	186.058,0.005	0.041,33.300
111.805,0.030	0.183,87.447
1.334,0.694	98.029,0.007	0.019,66.637
5.160,4.114	264.478,2.753	264.478,14.071	0.162,21.025
1.273,2.798	23.665,0.034	0.017,160.147
0.396,11.719	34.871,0.306	0.005,446.580
2.714,1.395	113.901,0.014	0.034,118.653
0.642,0.048	29.405,0.048	0.023,34.718
0.367,0.141	28.380,0.006
497.423,0.092	0.800,60.129	16.094,60.129
377.066,0.097	0.047,92.866
91.757,0.113	0.135,453.575	3.979,453.575
1.093,2.217	30.958,0.025	0.036,179.846
52.507,0.916	0.011,240.238
1.280,1.353	112.310,0.205	0.043,95.006
1.400,2.115	123.627,0.112	0.022,125.822
100.838,0.009	1.398,51.286
4.596,3.570	283.770,0.104	0.068,292.786
1.285,1.520	103.749,0.061	0.030,127.450
0.905,6.279	35.686,0.068	0.024,188.048
1.720,0.117	75.987,0.003
153.023,0.034	0.235,2.468	3.728,2.468	0.235,101.606	3.728,101.606
94.935,0.039	0.128,180.594
0.111,7.270	8.455,7.270	0.001,145.688
0.668,9.499	10.745,9.499	0.075,371.974
1.971,0.021	184.424,0.021	0.075,105.054
39.017,0.049	39.017,2.937	0.008,160.950
0.584,2.840	50.545,0.033	0.008,208.816
131.624,0.220	0.097,121.753
90.619,0.243	90.619,9.098	0.018,171.842
2.172,0.523	82.290,0.007	0.079,44.544
5.140,0.170	371.815,0.004
1.091,1.588	44.366,0.204	0.016,105.008
4.435,0.879	124.519,0.081	0.103,39.895
0.104,0.123	8.215,0.123	0.001,7.041
7.416,0.640	107.669,0.011	0.085,35.436
2.878,1.110	55.758,0.065	0.719,103.112
0.787,0.280	70.261,0.008	0.364,26.655
142.287,0.480	0.181,116.782
78.588,0.076	0.010,105.074
6.545,4.631	114.883,0.086	114.883,7.215	0.338,389.198
55.978,0.055	0.036,4.360	0.036,162.062
2.518,1.415	224.899,0.041	0.061,128.751
177.803,0.225	0.151,163.493
3.963,0.439	340.539,0.013	0.113,43.891
68.853,0.297	0.040,9.504	0.040,81.983
0.616,0.106	26.835,0.001	0.616,10.570
1.327,1.148	125.145,0.024	0.048,107.279
0.039,0.076
0.844,4.637	79.618,0.115	0.015,125.034
67.961,0.408	0.066,57.483
0.878,3.333	54.136,0.061	0.021,78.286
0.015,72.271
130.031,0.028	0.313,1.513	0.313,59.596
81.986,0.351	81.986,9.466	0.045,337.671
76.945,0.015	0.052,0.607	0.052,60.006
0.398,1.502	39.750,0.025	0.389,47.116
4.100,0.035	224.243,0.035	0.281,203.119
118.735,0.033	0.226,126.088
1.476,0.366	84.527,0.004	0.038,35.111
0.875,0.195	65.324,0.005
130.361,2.604	130.361,15.871	0.092,295.517
0.198,2.363	18.680,0.071	0.008,151.123
1.248,0.514	58.942,0.021	0.015,23.828
188.657,0.031	0.113,1.747	11.024,1.747	0.113,63.399	11.024,63.399
217.012,0.003	0.819,25.746
159.537,0.258	0.274,1.462	0.274,44.943
88.046,0.048	0.125,64.453
2.827,3.672	113.004,0.069	0.325,104.105
117.492,0.182	0.132,47.397	2.707,47.397
78.868,0.035	78.868,1.303	0.012,86.603
98.073,0.160	98.073,4.865	0.062,449.562
2.808,1.228	268.436,0.029	0.092,119.923
79.054,0.310	1.413,3.903	4.908,3.903	1.413,57.864	4.908,57.864
0.766,0.684	70.042,0.031	0.035,41.378
49.926,0.026	0.042,2.163	0.042,202.122
0.984,6.705	50.669,0.165	0.010,193.791
0.156,6.035	0.006,228.042
0.351,1.260	24.858,0.021	0.024,107.733
29.722,0.070	0.167,200.811
2.713,0.050	204.352,0.050	0.059,247.508
3.168,1.766	179.466,0.024	0.098,111.609
0.300,0.982	24.589,0.014	0.005,77.396
2.449,0.041	202.475,0.041	0.025,228.442
78.497,0.052	0.052,82.137
10.353,0.007	348.444,0.007	0.147,46.435
1.763,0.174	86.558,0.002	1.763,4.202
0.624,1.440	42.143,0.014	0.010,78.826
4.125,1.236	55.774,0.015	0.057,114.345
0.003,196.897
1.396,1.534	98.945,0.026	0.097,131.195	6.911,131.195
521.817,0.063	0.469,206.198
18.434,0.062	0.188,4.366
1.967,0.092	118.367,0.092	0.020,178.388
0.689,0.348	60.604,0.005
0.042,193.597
3.989,0.002	44.156,0.002
17.207,0.144	0.022,193.597
5.860,0.078	548.357,0.006	5.860,7.728
116.159,0.103	0.053,9.217	0.053,99.449
25.374,0.043	0.005,40.880
1.646,0.111	143.576,0.002	1.646,10.513
0.005,3.199	0.005,206.522
21.802,1.937	0.022,563.324	1.112,563.324
99.111,0.082	99.111,2.685	0.095,103.797
56.905,1.424	0.013,50.242
1.373,1.400	92.327,0.112	0.025,126.190
154.375,0.204	0.035,315.957
70.959,0.074	0.034,122.494
1.790,1.939	76.705,0.160	0.023,168.591
76.907,0.013	0.846,42.891
70.671,0.100	0.315,84.844
40.418,0.030	0.005,2.146	0.005,207.463
0.125,2.845	0.004,76.192
0.415,1.768	40.513,0.210	40.513,15.724	0.012,132.133
2.004,1.282	41.635,0.058	0.033,55.597
55.738,0.914	0.042,134.261
5.163,0.015	146.950,0.015	0.178,97.549
40.139,0.063	40.139,1.751	0.074,126.219
505.971,0.024	0.071,64.743	5.075,64.743
367.488,1.393	0.185,13.416	7.178,13.416	0.185,336.772	7.178,336.772
3.765,2.521	51.729,0.327	51.729,13.673	0.051,105.373
783.652,0.003	1.127,20.907	9.383,20.907
2.259,0.113	60.470,0.002
2.703,3.593	203.642,0.265	0.082,160.153
0.532,2.063	40.397,0.075	0.021,133.456
1.782,7.075	14.619,0.265	14.619,8.767	0.042,234.425
23.660,0.379	0.024,397.653
88.818,0.229	0.138,9.002	0.138,737.790
577.934,0.314	0.182,5.605	0.182,178.006
4.814,1.555	258.008,0.036	258.008,2.962	0.056,129.037
0.898,3.855	58.302,0.059	0.013,106.085
12.330,0.162	0.011,10.856	0.011,235.877
0.749,0.792	72.473,0.021	72.473,1.571	0.021,58.516	2.021,58.516
0.269,279.328
192.188,0.099	0.040,378.533
7.834,0.013	114.439,0.013	0.117,29.567
0.493,1.062	21.132,0.012	0.005,75.346
2.923,0.248	108.481,0.019
10.059,0.079	151.537,0.079	0.964,349.796
143.294,0.514	2.209,146.432
3.445,2.224	105.244,0.024	0.090,68.488
0.710,0.576	51.692,0.026	0.007,16.376
2.680,0.842	190.903,0.021	0.035,49.084
5.491,0.944	106.964,0.022	0.259,54.802
3.397,1.279	153.354,0.138	0.116,53.762
7.068,2.879	91.613,0.064	0.078,239.353
1.208,1.251	37.419,0.069	0.012,101.407
524.756,0.698	4.917,201.579
3.668,2.538	171.281,0.026	0.052,55.346
28.370,0.414	0.006,8.126	0.354,8.126	0.006,137.599	0.354,137.599
2.119,1.457	40.588,0.041	0.037,123.721
216.125,1.363	0.086,82.680
2.807,1.093	33.215,0.025	0.054,97.379
9.565,0.087	161.963,0.087	9.565,6.295	161.963,6.295	0.227,258.138
5.410,1.742	89.168,0.071
8.121,0.063	105.963,0.063	0.334,116.841
178.433,0.235	0.365,187.031	34.421,7.977
0.946,0.344	85.113,0.010	0.055,30.623
3.194,0.585	128.128,0.015	0.170,28.394
14.879,0.080	392.785,0.080	0.171,57.026
5.367,1.532	83.987,0.021	0.098,69.657
5.664,2.515	190.434,0.028	0.330,87.489
0.674,4.589	64.548,0.051	0.015,403.473
0.985,4.261	72.084,0.185	0.011,137.807
1.205,1.214	92.333,0.021	0.017,118.321
0.034,260.852
9.192,1.147	119.141,1.147	0.105,58.321
0.863,2.889	61.409,0.147	0.013,168.220
0.402,1.001	13.176,0.016	0.008,78.594
117.995,0.443	0.046,36.181
1.332,2.009	92.333,0.026	0.017,118.321
220.643,0.378	220.643,4.020	0.372,171.832
2.612,4.093	245.453,0.082	0.083,80.264
10.881,0.001	89.881,0.001
3.999,3.340	249.929,0.194	0.094,60.310
41.297,0.129	0.005,65.730
0.730,3.492	31.555,0.365	0.016,139.139
114.625,0.907	0.019,201.336
0.466,0.797	36.720,0.011	0.007,75.316
10.157,4.005	136.142,0.063	0.205,227.235
117.553,0.015	1.976,122.102
0.347,12.639	31.645,0.193	0.004,122.587
0.330,4.933	14.378,0.120	0.007,151.802
147.876,0.136	0.056,73.609
524.008,0.035	0.499,86.983	9.815,86.983
78.381,0.009	0.669,34.642
27.830,2.312	0.010,10.532	0.010,90.562
0.014,3.533	0.014,213.001
2.480,1.005	38.781,0.014	0.167,52.611
3.008,0.615	213.700,0.007	0.044,31.130
3.150,0.331	137.621,0.032
77.403,0.427	0.698,117.686
309.702,0.038
91.575,0.302	0.099,171.483
60.436,0.049	60.436,3.910	0.019,174.051
1.736,0.736	103.165,0.736	0.545,440.357	32.416,36.039
187.285,0.037	0.352,86.067
301.642,0.072	301.642,7.013	0.430,47.616
22.465,0.041	22.465,0.832	0.017,55.766
3.504,0.852	66.718,0.014	0.050,55.781
1.185,0.015	99.660,0.015	0.132,83.523
0.959,0.954	82.575,0.019	0.011,34.072
336.582,0.394	0.264,189.335	10.684,189.335
107.116,0.051	0.152,29.251	6.450,29.251
21.434,0.016	0.007,1.362	0.007,31.819
0.490,2.742	44.773,0.074	0.006,158.631
693.167,0.248
890.276,0.199	0.329,605.910	17.638,10.417
23.496,0.181	0.822,57.189	4.395,57.189
0.179,4.637	0.002,446.978
113.142,2.326	0.702,106.246	6.472,18.265
3.807,0.068	195.608,0.068	0.082,52.340
0.514,1.727	48.227,0.074	0.021,167.561
75.547,0.546	0.032,87.894
0.837,2.387	65.585,0.066	65.585,4.569	0.023,165.618
3.523,2.142	337.439,0.163	0.069,160.919
106.395,0.267	0.051,348.582
0.051,675.148
2.499,2.294	193.911,0.033	0.124,154.290
0.176,1.465	15.065,0.470	0.004,64.820
47.782,0.009	1.099,51.701
3.617,0.165	168.807,0.003
0.931,1.381	25.740,0.018	0.067,65.641
297.547,0.077	0.925,90.254
132.858,0.025	0.046,48.528
1.189,2.171	40.261,0.025	0.040,207.122
141.424,0.053	0.142,3.022	0.142,267.323
1.091,0.304	104.500,0.060	1.091,8.834
4.088,0.622	98.711,0.012	2.620,48.512
259.670,0.004
311.675,0.283	0.078,173.063
62.803,0.420	62.803,9.898	0.024,731.097
36.238,0.170	36.238,8.330	0.052,134.955
1.425,3.014	125.158,0.039	0.024,68.148
59.099,0.242	0.011,3.511	0.011,136.362
0.295,1.001	0.008,52.223
1.505,2.790	100.836,0.105	100.836,7.582	0.043,200.762
105.460,0.205	105.460,7.723	0.022,327.972
0.679,0.743	60.661,0.075	0.011,10.489
28.084,0.053	0.006,286.532
3.287,2.625	191.414,0.063	0.048,148.950
1.181,0.204	58.849,0.003
13.783,0.033	259.915,0.033	0.168,46.393
